Date,Max_temp
2019-10-22,34.1
2019-10-23,30.9
2019-10-24,31.4
2019-10-25,35.2
2019-10-26,35.2
2019-10-27,35.7
2019-10-28,35.7
2019-10-29,35.8
2019-10-30,35.0
2019-10-31,35.3
2019-11-01,34.8
2019-11-02,35.8
2019-11-03,36.4
2019-11-04,35.8
2019-11-05,36.0
2019-11-06,36.2
2019-11-07,35.7
2019-11-08,35.0
2019-11-09,34.6
2019-11-10,35.0
2019-11-11,35.4
2019-11-12,35.9
2019-11-13,35.3
2019-11-14,34.6
2019-11-15,35.3
2019-11-16,35.7
2019-11-17,36.2
2019-11-18,36.2
2019-11-19,36.5
2019-11-20,35.6
2019-11-21,35.7
2019-11-22,34.6
2019-11-23,35.8
2019-11-24,34.6
2019-11-25,33.0
2019-11-26,35.4
2019-11-27,33.8
2019-11-28,34.3
2019-11-29,34.6
2019-11-30,35.4
2019-12-01,35.9
2019-12-02,34.3
2019-12-03,32.6
2019-12-04,34.3
2019-12-05,32.85
2019-12-06,33.3
2019-12-07,33.0
2019-12-08,33.2
2019-12-09,34.0
2019-12-10,34.8
2019-12-11,34.7
2019-12-12,34.8
2019-12-13,34.8
2019-12-14,33.6
2019-12-15,35.2
2019-12-16,33.95
2019-12-17,33.8
2019-12-18,33.3
2019-12-19,33.2
2019-12-20,33.2
2019-12-21,33.8
2019-12-22,33.1
2019-12-23,33.75
2019-12-24,32.8
2019-12-25,33.1
2019-12-26,33.4
2019-12-27,32.9
2019-12-28,33.3
2019-12-29,32.6
2019-12-30,32.2
2019-12-31,32.6
2020-01-01,32.3
2020-01-02,32.8
2020-01-03,32.7
2020-01-04,31.8
2020-01-05,30.1
2020-01-06,32.9
2020-01-07,32.6
2020-01-08,32.8
2020-01-09,31.7
2020-01-10,32.3
2020-01-11,32.7
2020-01-12,32.7
2020-01-13,33.2
2020-01-14,33.2
2020-01-15,32.6
2020-01-16,33.3
2020-01-17,32.8
2020-01-18,34.7
2020-01-19,33.8
2020-01-20,34.2
2020-01-21,33.9
2020-01-22,33.9
2020-01-23,35.0
2020-01-24,34.7
2020-01-25,35.3
2020-01-26,35.7
2020-01-27,35.9
2020-01-28,35.8
2020-01-29,35.8
2020-01-30,35.2
2020-01-31,35.0
2020-02-01,34.6
2020-02-02,34.8
2020-02-03,34.7
2020-02-04,34.6
2020-02-05,35.1
2020-02-06,35.5
2020-02-07,35.7
2020-02-08,34.6
2020-02-09,34.0
2020-02-10,30.1
2020-02-11,32.4
2020-02-12,33.3
2020-02-13,35.5
2020-02-14,35.4
2020-02-15,35.9
2020-02-16,37.6
2020-02-17,37.5
2020-02-18,37.1
2020-02-19,37.3
2020-02-20,35.7
2020-02-21,35.4
2020-02-22,35.4
2020-02-23,35.4
2020-02-24,36.2
2020-02-25,37.1
2020-02-26,35.4
2020-02-27,35.7
2020-02-28,37.1
2020-02-29,35.3
2020-03-01,37.4
2020-03-02,36.4
2020-03-03,36.0
2020-03-04,37.4
2020-03-05,37.3
2020-03-06,36.1
2020-03-07,35.9
2020-03-08,34.6
2020-03-09,35.4
2020-03-10,35.7
2020-03-11,37.9
2020-03-12,37.1
2020-03-13,37.8
2020-03-14,37.9
2020-03-15,37.4
2020-03-16,37.5
2020-03-17,38.7
2020-03-18,39.3
2020-03-19,37.9
2020-03-20,38.7
2020-03-21,38.8
2020-03-22,38.2
2020-03-23,37.8
2020-03-24,37.4
2020-03-25,38.0
2020-03-26,39.3
2020-03-27,39.6
2020-03-28,39.3
2020-03-29,39.3
2020-03-30,42.0
2020-03-31,39.6
2020-05-01,42.3
2020-05-02,42.5
2020-05-03,42.2
2020-05-04,44.0
2020-05-05,42.1
2020-05-06,42.1
2020-05-07,41.9
2020-05-08,40.6
2020-05-09,41.9
2020-05-10,43.1
2020-05-11,41.2
2020-05-12,41.8
2020-05-13,41.9
2020-05-14,42.5
2020-05-15,42.6
2020-05-16,41.9
2020-05-17,42.2
2020-05-18,41.0
2020-05-19,42.3
2020-05-20,41.6
2020-05-21,44.5
2020-05-22,45.5
2020-05-23,45.4
2020-05-24,44.4
2020-05-25,44.6
2020-05-26,41.9
2020-05-27,42.3
2020-05-28,42.5
2020-05-29,44.4
2020-05-30,44.7
2020-05-31,42.8
2020-06-01,41.9
2020-06-02,39.5
2020-06-03,40.8
2020-06-04,39.4
2020-06-05,37.9
2020-06-06,40.0
2020-06-07,40.5
2020-06-08,41.5
2020-06-09,41.6
2020-06-10,42.1
2020-06-11,39.5
2020-06-12,33.1
2020-06-13,34.7
2020-06-14,37.8
2020-06-15,37.9
2020-06-16,37.8
2020-06-17,38.0
2020-06-18,35.2
2020-06-19,36.6
2020-06-20,37.9
2020-06-21,38.0
2020-06-22,33.3
2020-06-23,35.5
2020-06-24,37.9
2020-06-25,39.8
2020-06-26,38.1
2020-06-27,39.3
2020-06-28,39.3
2020-06-29,38.3
2020-06-30,37.8
2020-07-01,38.05
2020-07-02,38.1
2020-07-03,37.8
2020-07-04,37.8
2020-07-05,34.5
2020-07-06,30.4
2020-07-07,33.1
2020-07-08,37.8
2020-07-09,36.8666666666667
2020-07-10,37.7
2020-07-11,35.2
2020-07-12,37.0666666666667
2020-07-13,37.8
2020-07-14,35.4
2020-07-15,34.5
2020-07-16,30.2
2020-07-17,33.2
2020-07-18,37.05
2020-07-19,37.8
2020-07-20,37.8
2020-07-21,35.8666666666667
2020-07-22,37.8
2020-07-23,37.9
2020-07-24,29.5666666666667
2020-07-25,34.6
2020-07-26,36.1
2020-07-27,38.0
2020-07-28,38.0
2020-07-29,38.4
2020-07-30,37.8
2020-07-31,38.3
2020-08-01,37.7
2020-08-02,37.9
2020-08-03,38.0
2020-08-04,35.2
2020-08-05,33.2
2020-08-06,33.1
2020-08-07,37.5
2020-08-08,37.6
2020-08-09,38.0
2020-08-10,35.1
2020-08-11,32.2
2020-08-12,35.6
2020-08-13,30.5
2020-08-14,29.6
2020-08-15,29.1666666666667
2020-08-16,27.1
2020-08-17,28.65
2020-08-18,33.2
2020-08-19,33.6
2020-08-20,30.0
2020-08-21,28.1
2020-08-22,32.9
2020-08-23,33.9
2020-08-24,36.6
2020-08-25,35.75
2020-08-26,36.3
2020-08-27,32.8
2020-08-28,33.0
2020-08-29,35.4
2020-08-30,37.85
2020-08-31,37.9
2020-09-01,37.9
2020-09-02,36.9
2020-09-03,37.3
2020-09-04,37.9
2020-09-05,37.7
2020-09-06,37.7
2020-09-07,37.9
2020-09-08,38.3
2020-09-09,37.9
2020-09-10,37.9
2020-09-11,37.9
2020-09-12,37.9
2020-09-13,35.6
2020-09-14,32.6
2020-09-15,35.8
2020-09-16,35.7
2020-09-17,36.3
2020-09-18,34.4
2020-09-19,37.4
2020-09-20,35.4
2020-09-21,35.8
2020-09-22,33.4
2020-09-23,33.0
2020-09-24,34.9
2020-09-25,36.1
2020-09-26,35.7
2020-09-27,28.9
2020-09-28,35.9
2020-09-29,36.0
2020-09-30,35.5
2020-10-01,35.3
2020-10-02,36.3
2020-10-03,35.9
2020-10-04,37.4
2020-10-05,35.7
2020-10-06,35.7
2020-10-07,35.7
2020-10-08,35.5
2020-10-09,35.5
2020-10-10,36.2
2020-10-11,35.1
2020-10-12,32.9
2020-10-13,33.1
2020-10-14,28.3
2020-10-15,32.6
2020-10-16,34.7
2020-10-17,35.3
2020-10-18,35.9
2020-10-19,36.4
2020-10-20,35.9
2020-10-21,32.7
2020-10-22,35.7
2020-10-23,35.8
2020-10-24,35.7
2020-10-25,35.9
2020-10-26,36.0
2020-10-27,35.7
2020-10-28,35.5
2020-10-29,36.8
2020-10-30,36.5
2020-10-31,35.7
2020-11-01,35.9
2020-11-02,36.4
2020-11-03,36.2
2020-11-04,36.3
2020-11-05,34.0
2020-11-06,35.8
2020-11-07,35.8
2020-11-08,35.9
2020-11-09,35.4
2020-11-10,35.2
2020-11-11,35.0
2020-11-12,35.7
2020-11-13,33.6
2020-11-14,35.8
2020-11-15,36.0
2020-11-16,36.0
2020-11-17,34.0
2020-11-18,35.9
2020-11-19,36.4
2020-11-20,36.4
2020-11-21,36.1
2020-11-22,36.7
2020-11-23,36.3
2020-11-24,34.9
2020-11-25,33.2
2020-11-26,33.2
2020-11-27,26.3
2020-11-28,25.7
2020-11-29,31.7
2020-11-30,35.5
2020-12-01,35.9
2020-12-02,35.1
2020-12-03,35.6
2020-12-04,33.4
2020-12-05,35.8
2020-12-06,35.1
2020-12-07,35.5
2020-12-08,35.9
2020-12-09,35.3
2020-12-10,35.8
2020-12-11,35.7
2020-12-12,35.2
2020-12-13,33.9
2020-12-14,35.2
2020-12-15,35.6
2020-12-16,33.4
2020-12-17,33.7
2020-12-18,35.4
2020-12-19,35.3
2020-12-20,35.9
2020-12-21,34.9
2020-12-22,34.8
2020-12-23,33.5
2020-12-24,32.1
2020-12-25,32.8
2020-12-26,32.4
2020-12-27,32.9
2020-12-28,33.3
2020-12-29,35.2
2020-12-30,35.6
2020-12-31,33.1
2021-01-01,33.0
2021-01-02,32.7
